"","av","Time","SharePerHour"
"5348","Social leisure",479,0.69
"5349","Sport exercise",479,0.35
"5350","TV/radio",479,2.43
"5351","Cultural leisure",480,0.87
"5352","Domestic work",480,2.11
"5353","Eat drink",480,8.11
"5354","Miscellaneous",480,7.59
"5355","Nonsocial leisure",480,0.64
"5356","Paid work",480,12.15
"5357","Personal care",480,64.82
"5358","Religion and volunteering",480,0.12
"5359","School / Study",480,0.1
"5360","Social leisure",480,0.69
"5361","Sport exercise",480,0.35
"5362","TV/radio",480,2.45
"5363","Cultural leisure",481,0.82
"5364","Domestic work",481,2.63
"5365","Eat drink",481,8.7
"5366","Miscellaneous",481,6.74
"5367","Nonsocial leisure",481,0.67
"5368","Paid work",481,14.6
"5369","Personal care",481,61.91
"5370","Religion and volunteering",481,0.12
"5371","School / Study",481,0.15
"5372","Social leisure",481,0.72
"5373","Sport exercise",481,0.3
"5374","TV/radio",481,2.63
"5375","Cultural leisure",482,0.84
"5376","Domestic work",482,2.63
"5377","Eat drink",482,8.73
"5378","Miscellaneous",482,6.74
"5379","Nonsocial leisure",482,0.69
"5380","Paid work",482,14.63
"5381","Personal care",482,61.79
"5382","Religion and volunteering",482,0.12
"5383","School / Study",482,0.15
"5384","Social leisure",482,0.72
"5385","Sport exercise",482,0.3
"5386","TV/radio",482,2.65
"5387","Cultural leisure",483,0.84
"5388","Domestic work",483,2.63
"5389","Eat drink",483,8.8
"5390","Miscellaneous",483,6.69
"5391","Nonsocial leisure",483,0.69
"5392","Paid work",483,14.65
"5393","Personal care",483,61.74
"5394","Religion and volunteering",483,0.12
"5395","School / Study",483,0.15
"5396","Social leisure",483,0.72
"5397","Sport exercise",483,0.3
"5398","TV/radio",483,2.65
"5399","Cultural leisure",484,0.84
"5400","Domestic work",484,2.63
"5401","Eat drink",484,8.83
"5402","Miscellaneous",484,6.69
"5403","Nonsocial leisure",484,0.69
"5404","Paid work",484,14.63
"5405","Personal care",484,61.74
"5406","Religion and volunteering",484,0.12
"5407","School / Study",484,0.15
"5408","Social leisure",484,0.72
"5409","Sport exercise",484,0.3
"5410","TV/radio",484,2.65
"5411","Cultural leisure",485,0.87
"5412","Domestic work",485,2.65
"5413","Eat drink",485,8.83
"5414","Miscellaneous",485,6.69
"5415","Nonsocial leisure",485,0.69
"5416","Paid work",485,14.63
"5417","Personal care",485,61.72
"5418","Religion and volunteering",485,0.12
"5419","School / Study",485,0.15
"5420","Social leisure",485,0.72
"5421","Sport exercise",485,0.3
"5422","TV/radio",485,2.63
"5423","Cultural leisure",486,0.99
"5424","Domestic work",486,2.88
"5425","Eat drink",486,9.15
"5426","Miscellaneous",486,6.89
"5427","Nonsocial leisure",486,0.84
"5428","Paid work",486,15.22
"5429","Personal care",486,60.2
"5430","Religion and volunteering",486,0.12
"5431","School / Study",486,0.17
"5432","Social leisure",486,0.72
"5433","Sport exercise",486,0.3
"5434","TV/radio",486,2.5
"5435","Cultural leisure",487,1.04
"5436","Domestic work",487,2.88
"5437","Eat drink",487,9.12
"5438","Miscellaneous",487,6.89
"5439","Nonsocial leisure",487,0.84
"5440","Paid work",487,15.22
"5441","Personal care",487,60.15
"5442","Religion and volunteering",487,0.12
"5443","School / Study",487,0.17
"5444","Social leisure",487,0.72
"5445","Sport exercise",487,0.32
"5446","TV/radio",487,2.5
"5447","Cultural leisure",488,1.04
"5448","Domestic work",488,2.88
"5449","Eat drink",488,9.12
"5450","Miscellaneous",488,6.89
"5451","Nonsocial leisure",488,0.87
"5452","Paid work",488,15.22
"5453","Personal care",488,60.08
"5454","Religion and volunteering",488,0.12
"5455","School / Study",488,0.17
"5456","Social leisure",488,0.72
"5457","Sport exercise",488,0.35
"5458","TV/radio",488,2.53
"5459","Cultural leisure",489,1.02
"5460","Domestic work",489,2.88
"5461","Eat drink",489,9.15
"5462","Miscellaneous",489,6.89
"5463","Nonsocial leisure",489,0.87
"5464","Paid work",489,15.22
"5465","Personal care",489,60.05
"5466","Religion and volunteering",489,0.12
"5467","School / Study",489,0.17
"5468","Social leisure",489,0.72
"5469","Sport exercise",489,0.35
"5470","TV/radio",489,2.55
"5471","Cultural leisure",490,1.02
"5472","Domestic work",490,2.88
"5473","Eat drink",490,9.17
"5474","Miscellaneous",490,6.89
"5475","Nonsocial leisure",490,0.89
"5476","Paid work",490,15.25
"5477","Personal care",490,60
"5478","Religion and volunteering",490,0.12
"5479","School / Study",490,0.17
"5480","Social leisure",490,0.72
"5481","Sport exercise",490,0.35
"5482","TV/radio",490,2.53
"5483","Cultural leisure",491,1.17
"5484","Domestic work",491,3.05
"5485","Eat drink",491,9.37
"5486","Miscellaneous",491,6.74
"5487","Nonsocial leisure",491,0.99
"5488","Paid work",491,16.59
"5489","Personal care",491,57.7
"5490","Religion and volunteering",491,0.12
"5491","School / Study",491,0.37
"5492","Social leisure",491,0.92
"5493","Sport exercise",491,0.37
"5494","TV/radio",491,2.6
"5495","Cultural leisure",492,1.17
"5496","Domestic work",492,3.07
"5497","Eat drink",492,9.27
"5498","Miscellaneous",492,6.77
"5499","Nonsocial leisure",492,1.02
"5500","Paid work",492,16.61
"5501","Personal care",492,57.67
"5502","Religion and volunteering",492,0.1
"5503","School / Study",492,0.37
"5504","Social leisure",492,0.97
"5505","Sport exercise",492,0.35
"5506","TV/radio",492,2.63
"5507","Cultural leisure",493,1.14
"5508","Domestic work",493,3.1
"5509","Eat drink",493,9.27
"5510","Miscellaneous",493,6.77
"5511","Nonsocial leisure",493,1.02
"5512","Paid work",493,16.59
"5513","Personal care",493,57.67
"5514","Religion and volunteering",493,0.1
"5515","School / Study",493,0.37
"5516","Social leisure",493,0.97
"5517","Sport exercise",493,0.35
"5518","TV/radio",493,2.65
"5519","Cultural leisure",494,1.14
"5520","Domestic work",494,3.03
"5521","Eat drink",494,9.35
"5522","Miscellaneous",494,6.77
"5523","Nonsocial leisure",494,1.02
"5524","Paid work",494,16.59
"5525","Personal care",494,57.67
"5526","Religion and volunteering",494,0.1
"5527","School / Study",494,0.37
"5528","Social leisure",494,0.97
"5529","Sport exercise",494,0.35
"5530","TV/radio",494,2.65
"5531","Cultural leisure",495,1.14
"5532","Domestic work",495,3.05
"5533","Eat drink",495,9.3
"5534","Miscellaneous",495,6.77
"5535","Nonsocial leisure",495,1.02
"5536","Paid work",495,16.59
"5537","Personal care",495,57.67
"5538","Religion and volunteering",495,0.1
"5539","School / Study",495,0.37
"5540","Social leisure",495,0.99
"5541","Sport exercise",495,0.35
"5542","TV/radio",495,2.65
"5543","Cultural leisure",496,1.36
"5544","Domestic work",496,3.25
"5545","Eat drink",496,9.37
"5546","Miscellaneous",496,6.37
"5547","Nonsocial leisure",496,1.07
"5548","Paid work",496,18.05
"5549","Personal care",496,55.59
"5550","Religion and volunteering",496,0.17
"5551","School / Study",496,0.47
"5552","Social leisure",496,1.14
"5553","Sport exercise",496,0.37
"5554","TV/radio",496,2.78
"5555","Cultural leisure",497,1.36
"5556","Domestic work",497,3.3
"5557","Eat drink",497,9.37
"5558","Miscellaneous",497,6.32
"5559","Nonsocial leisure",497,1.07
"5560","Paid work",497,18
"5561","Personal care",497,55.62
"5562","Religion and volunteering",497,0.17
"5563","School / Study",497,0.5
"5564","Social leisure",497,1.17
"5565","Sport exercise",497,0.37
"5566","TV/radio",497,2.75
"5567","Cultural leisure",498,1.36
"5568","Domestic work",498,3.3
"5569","Eat drink",498,9.35
"5570","Miscellaneous",498,6.3
"5571","Nonsocial leisure",498,1.04
"5572","Paid work",498,18.1
"5573","Personal care",498,55.59
"5574","Religion and volunteering",498,0.17
"5575","School / Study",498,0.5
"5576","Social leisure",498,1.17
"5577","Sport exercise",498,0.37
"5578","TV/radio",498,2.75
"5579","Cultural leisure",499,1.36
"5580","Domestic work",499,3.32
"5581","Eat drink",499,9.27
"5582","Miscellaneous",499,6.3
"5583","Nonsocial leisure",499,1.04
"5584","Paid work",499,18.1
"5585","Personal care",499,55.62
"5586","Religion and volunteering",499,0.17
"5587","School / Study",499,0.5
"5588","Social leisure",499,1.17
"5589","Sport exercise",499,0.4
"5590","TV/radio",499,2.75
"5591","Cultural leisure",500,1.39
"5592","Domestic work",500,3.3
"5593","Eat drink",500,9.3
"5594","Miscellaneous",500,6.3
"5595","Nonsocial leisure",500,1.04
"5596","Paid work",500,18.1
"5597","Personal care",500,55.59
"5598","Religion and volunteering",500,0.17
"5599","School / Study",500,0.5
"5600","Social leisure",500,1.17
"5601","Sport exercise",500,0.4
"5602","TV/radio",500,2.75
"5603","Cultural leisure",501,1.39
"5604","Domestic work",501,3.47
"5605","Eat drink",501,8.95
"5606","Miscellaneous",501,6.25
"5607","Nonsocial leisure",501,1.07
"5608","Paid work",501,19.27
"5609","Personal care",501,54.28
"5610","Religion and volunteering",501,0.2
"5611","School / Study",501,0.64
"5612","Social leisure",501,1.17
"5613","Sport exercise",501,0.35
"5614","TV/radio",501,2.98
"5615","Cultural leisure",502,1.44
"5616","Domestic work",502,3.4
"5617","Eat drink",502,9.03
"5618","Miscellaneous",502,6.25
"5619","Nonsocial leisure",502,1.07
"5620","Paid work",502,19.32
"5621","Personal care",502,54.2
"5622","Religion and volunteering",502,0.2
"5623","School / Study",502,0.64
"5624","Social leisure",502,1.17
"5625","Sport exercise",502,0.35
"5626","TV/radio",502,2.95
"5627","Cultural leisure",503,1.44
"5628","Domestic work",503,3.42
"5629","Eat drink",503,9
"5630","Miscellaneous",503,6.27
"5631","Nonsocial leisure",503,1.04
"5632","Paid work",503,19.32
"5633","Personal care",503,54.18
"5634","Religion and volunteering",503,0.2
"5635","School / Study",503,0.64
"5636","Social leisure",503,1.17
"5637","Sport exercise",503,0.35
"5638","TV/radio",503,2.98
"5639","Cultural leisure",504,1.44
"5640","Domestic work",504,3.42
"5641","Eat drink",504,8.98
"5642","Miscellaneous",504,6.25
"5643","Nonsocial leisure",504,1.04
"5644","Paid work",504,19.39
"5645","Personal care",504,54.18
"5646","Religion and volunteering",504,0.2
"5647","School / Study",504,0.64
"5648","Social leisure",504,1.17
"5649","Sport exercise",504,0.35
"5650","TV/radio",504,2.95
"5651","Cultural leisure",505,1.44
"5652","Domestic work",505,3.37
"5653","Eat drink",505,9
"5654","Miscellaneous",505,6.25
"5655","Nonsocial leisure",505,1.04
"5656","Paid work",505,19.44
"5657","Personal care",505,54.13
"5658","Religion and volunteering",505,0.2
"5659","School / Study",505,0.64
"5660","Social leisure",505,1.17
"5661","Sport exercise",505,0.35
"5662","TV/radio",505,2.98
"5663","Cultural leisure",506,1.41
"5664","Domestic work",506,3.5
"5665","Eat drink",506,8.6
"5666","Miscellaneous",506,6.27
"5667","Nonsocial leisure",506,1.04
"5668","Paid work",506,20.06
"5669","Personal care",506,53.41
"5670","Religion and volunteering",506,0.2
"5671","School / Study",506,0.72
"5672","Social leisure",506,1.29
"5673","Sport exercise",506,0.32
"5674","TV/radio",506,3.17
"5675","Cultural leisure",507,1.41
"5676","Domestic work",507,3.5
"5677","Eat drink",507,8.6
"5678","Miscellaneous",507,6.27
"5679","Nonsocial leisure",507,1.04
"5680","Paid work",507,20.11
"5681","Personal care",507,53.33
"5682","Religion and volunteering",507,0.2
"5683","School / Study",507,0.72
"5684","Social leisure",507,1.31
"5685","Sport exercise",507,0.32
"5686","TV/radio",507,3.17
"5687","Cultural leisure",508,1.44
"5688","Domestic work",508,3.55
"5689","Eat drink",508,8.63
"5690","Miscellaneous",508,6.27
"5691","Nonsocial leisure",508,1.04
"5692","Paid work",508,20.13
"5693","Personal care",508,53.24
"5694","Religion and volunteering",508,0.2
"5695","School / Study",508,0.74
"5696","Social leisure",508,1.36
"5697","Sport exercise",508,0.32
"5698","TV/radio",508,3.07
"5699","Cultural leisure",509,1.44
"5700","Domestic work",509,3.55
"5701","Eat drink",509,8.58
"5702","Miscellaneous",509,6.27
"5703","Nonsocial leisure",509,1.04
"5704","Paid work",509,20.11
"5705","Personal care",509,53.24
"5706","Religion and volunteering",509,0.2
"5707","School / Study",509,0.77
"5708","Social leisure",509,1.36
"5709","Sport exercise",509,0.32
"5710","TV/radio",509,3.12
"5711","Cultural leisure",510,1.44
"5712","Domestic work",510,3.55
"5713","Eat drink",510,8.55
"5714","Miscellaneous",510,6.25
"5715","Nonsocial leisure",510,1.04
"5716","Paid work",510,20.16
"5717","Personal care",510,53.26
"5718","Religion and volunteering",510,0.2
"5719","School / Study",510,0.77
"5720","Social leisure",510,1.36
"5721","Sport exercise",510,0.3
"5722","TV/radio",510,3.12
"5723","Cultural leisure",511,1.54
"5724","Domestic work",511,3.67
"5725","Eat drink",511,7.59
"5726","Miscellaneous",511,5.6
"5727","Nonsocial leisure",511,1.29
"5728","Paid work",511,22.99
"5729","Personal care",511,50.36
"5730","Religion and volunteering",511,0.37
"5731","School / Study",511,1.46
"5732","Social leisure",511,1.69
"5733","Sport exercise",511,0.37
"5734","TV/radio",511,3.07
"5735","Cultural leisure",512,1.56
"5736","Domestic work",512,3.67
"5737","Eat drink",512,7.54
"5738","Miscellaneous",512,5.55
"5739","Nonsocial leisure",512,1.31
"5740","Paid work",512,22.99
"5741","Personal care",512,50.29
"5742","Religion and volunteering",512,0.37
"5743","School / Study",512,1.49
"5744","Social leisure",512,1.74
"5745","Sport exercise",512,0.35
"5746","TV/radio",512,3.15
"5747","Cultural leisure",513,1.56
"5748","Domestic work",513,3.64
"5749","Eat drink",513,7.54
"5750","Miscellaneous",513,5.55
"5751","Nonsocial leisure",513,1.34
"5752","Paid work",513,23.11
"5753","Personal care",513,50.19
"5754","Religion and volunteering",513,0.37
"5755","School / Study",513,1.49
"5756","Social leisure",513,1.71
"5757","Sport exercise",513,0.35
"5758","TV/radio",513,3.15
"5759","Cultural leisure",514,1.56
"5760","Domestic work",514,3.64
"5761","Eat drink",514,7.54
"5762","Miscellaneous",514,5.55
"5763","Nonsocial leisure",514,1.34
"5764","Paid work",514,23.11
"5765","Personal care",514,50.19
"5766","Religion and volunteering",514,0.37
"5767","School / Study",514,1.49
"5768","Social leisure",514,1.71
"5769","Sport exercise",514,0.35
"5770","TV/radio",514,3.15
"5771","Cultural leisure",515,1.54
"5772","Domestic work",515,3.62
"5773","Eat drink",515,7.59
"5774","Miscellaneous",515,5.53
"5775","Nonsocial leisure",515,1.34
"5776","Paid work",515,23.16
"5777","Personal care",515,50.16
"5778","Religion and volunteering",515,0.37
"5779","School / Study",515,1.49
"5780","Social leisure",515,1.74
"5781","Sport exercise",515,0.35
"5782","TV/radio",515,3.12
"5783","Cultural leisure",516,1.61
"5784","Domestic work",516,3.62
"5785","Eat drink",516,7.71
"5786","Miscellaneous",516,5.63
"5787","Nonsocial leisure",516,1.44
"5788","Paid work",516,23.73
"5789","Personal care",516,48.25
"5790","Religion and volunteering",516,0.42
"5791","School / Study",516,1.93
"5792","Social leisure",516,1.96
"5793","Sport exercise",516,0.45
"5794","TV/radio",516,3.25
"5795","Cultural leisure",517,1.64
"5796","Domestic work",517,3.64
"5797","Eat drink",517,7.76
"5798","Miscellaneous",517,5.63
"5799","Nonsocial leisure",517,1.41
"5800","Paid work",517,23.78
"5801","Personal care",517,48.13
"5802","Religion and volunteering",517,0.4
"5803","School / Study",517,1.93
"5804","Social leisure",517,1.96
"5805","Sport exercise",517,0.45
"5806","TV/radio",517,3.27
"5807","Cultural leisure",518,1.64
"5808","Domestic work",518,3.62
"5809","Eat drink",518,7.74
"5810","Miscellaneous",518,5.63
"5811","Nonsocial leisure",518,1.41
"5812","Paid work",518,23.75
"5813","Personal care",518,48.18
"5814","Religion and volunteering",518,0.4
"5815","School / Study",518,1.96
"5816","Social leisure",518,1.96
"5817","Sport exercise",518,0.45
"5818","TV/radio",518,3.27
"5819","Cultural leisure",519,1.61
"5820","Domestic work",519,3.64
"5821","Eat drink",519,7.79
"5822","Miscellaneous",519,5.63
"5823","Nonsocial leisure",519,1.41
"5824","Paid work",519,23.75
"5825","Personal care",519,48.13
"5826","Religion and volunteering",519,0.4
"5827","School / Study",519,1.96
"5828","Social leisure",519,1.96
"5829","Sport exercise",519,0.45
"5830","TV/radio",519,3.27
"5831","Cultural leisure",520,1.61
"5832","Domestic work",520,3.62
"5833","Eat drink",520,7.79
"5834","Miscellaneous",520,5.63
"5835","Nonsocial leisure",520,1.44
"5836","Paid work",520,23.75
"5837","Personal care",520,48.13
"5838","Religion and volunteering",520,0.4
"5839","School / Study",520,1.96
"5840","Social leisure",520,1.96
"5841","Sport exercise",520,0.45
"5842","TV/radio",520,3.27
"5843","Cultural leisure",521,1.56
"5844","Domestic work",521,3.74
"5845","Eat drink",521,7.74
"5846","Miscellaneous",521,5.58
"5847","Nonsocial leisure",521,1.54
"5848","Paid work",521,24.25
"5849","Personal care",521,46.64
"5850","Religion and volunteering",521,0.45
"5851","School / Study",521,2.58
"5852","Social leisure",521,1.98
"5853","Sport exercise",521,0.47
"5854","TV/radio",521,3.47
"5855","Cultural leisure",522,1.56
"5856","Domestic work",522,3.74
"5857","Eat drink",522,7.79
"5858","Miscellaneous",522,5.58
"5859","Nonsocial leisure",522,1.54
"5860","Paid work",522,24.25
"5861","Personal care",522,46.57
"5862","Religion and volunteering",522,0.45
"5863","School / Study",522,2.58
"5864","Social leisure",522,1.98
"5865","Sport exercise",522,0.47
"5866","TV/radio",522,3.5
"5867","Cultural leisure",523,1.59
"5868","Domestic work",523,3.72
"5869","Eat drink",523,7.81
"5870","Miscellaneous",523,5.58
"5871","Nonsocial leisure",523,1.54
"5872","Paid work",523,24.27
"5873","Personal care",523,46.54
"5874","Religion and volunteering",523,0.45
"5875","School / Study",523,2.58
"5876","Social leisure",523,1.96
"5877","Sport exercise",523,0.47
"5878","TV/radio",523,3.5
"5879","Cultural leisure",524,1.59
"5880","Domestic work",524,3.72
"5881","Eat drink",524,7.79
"5882","Miscellaneous",524,5.6
"5883","Nonsocial leisure",524,1.56
"5884","Paid work",524,24.25
"5885","Personal care",524,46.52
"5886","Religion and volunteering",524,0.45
